,drugname,chembl,canonical
299,"2-(6-((3-(4-(DIPHENYLMETHOXY)PIPERIDINO)PROPYL)AMINO)IMIDAZO(1,2-B)PYRIDAZIN-2-YL)-2-METHYLPROPIONIC ACID",CHEMBL2107732,CC(C)(C1=CN2C(=N1)C=CC(=N2)NCCCN3CCC(CC3)OC(C4=CC=CC=C4)C5=CC=CC=C5)C(=O)O
301,2-ACETYLAMINOFLUORENE,CHEMBL311469,CC(=O)NC1=CC2=C(C=C1)C3=CC=CC=C3C2
303,2-AMINO-2-METHYL-1-PROPANOL,CHEMBL122588,CC(C)(CO)N
308,"2-AMINO-3-(4'-N,N-BIS(2-CHLOROETHYL)AMINO)PHENYLPROPIONIC ACID N-OXIDE",CHEMBL4061538,C1=CC(=CC=C1CC(C(=O)O)N)[N+](CCCl)(CCCl)[O-].Cl.Cl
309,"2-AMINO-5,6-DIHYDRO-6-METHYL-4H-1,3-THIAZINE",CHEMBL106322,CC1CCN=C(S1)N
310,"2-AMINO-5,6-DIHYDRO-6-METHYL-4H-1,3-THIAZINE",CHEMBL1255839,CC1CCN=C(S1)N.Cl
313,2-AMINOETHOXYDIPHENYL BORATE,CHEMBL169233,B(C1=CC=CC=C1)(C2=CC=CC=C2)OCCN
320,2-ANISIDINE,CHEMBL1612004,COC1=CC=CC=C1N
321,2-ANTHRAMINE,CHEMBL83154,C1=CC=C2C=C3C=C(C=CC3=CC2=C1)N
322,2-BROMOPROPANE,CHEMBL451810,CC(C)Br
326,2-CHLORO-4'-METHOXYCHALCONE,CHEMBL2013137,COC1=CC=C(C=C1)C(=O)C=CC2=CC=CC=C2Cl
328,2-CHLOROETHYL ETHYL SULFIDE,CHEMBL3183525,CCSCCCl
329,2-DICHLOROBENZENE,CHEMBL298461,C1=CC=C(C(=C1)Cl)Cl
330,2-ETHYLHEXANOL,CHEMBL31637,CCCCC(CC)CO
331,2-ETHYLHEXYL ACRYLATE,CHEMBL1574328,CCCCC(CC)COC(=O)C=C
332,"2-FLUORO-N-METHYL-4-(7-(QUINOLIN-6-YL-METHYL)IMIDAZO(1,2-B)(1,2,4)TRIAZIN-2-YL)BENZAMIDE",CHEMBL3188267,CNC(=O)C1=C(C=C(C=C1)C2=NN3C(=CN=C3N=C2)CC4=CC5=C(C=C4)N=CC=C5)F
333,2-HYDROXYETHYL ACRYLATE,CHEMBL1330518,C=CC(=O)OCCO
334,2-HYDROXYPROPYL METHACRYLATE,CHEMBL1873783,CC(COC(=O)C(=C)C)O
339,"2-METHOXY-N-(3-METHYL-2-OXO-1,2,3,4-TETRAHYDROQUINAZOLIN-6-YL)BENZENESULFONAMIDE",CHEMBL2179387,CN1CC2=C(C=CC(=C2)NS(=O)(=O)C3=CC=CC=C3OC)NC1=O
341,2-METHOXYCINNAMALDEHYDE,CHEMBL83159,COC1=CC=CC=C1C=CC=O
350,2-METHOXYOESTRONE-3-O-SULPHAMATE,CHEMBL372231,CC12CCC3C(C1CCC2=O)CCC4=CC(=C(C=C34)OC)OS(=O)(=O)N
355,2-METHYL-2H-PYRAZOLE-3-CARBOXYLIC ACID (2-METHYL-4-O-TOLYLAZOPHENYL)AMIDE,CHEMBL1743245,CC1=CC=CC=C1N=NC2=CC(=C(C=C2)NC(=O)C3=CC=NN3C)C
357,2-METHYL-4-CHLOROPHENOXYACETIC ACID,CHEMBL394657,CC1=C(C=CC(=C1)Cl)OCC(=O)O
359,2-METHYL-4-ISOTHIAZOLIN-3-ONE,CHEMBL1620780,CN1C(=O)C=CS1
360,2-METHYL-4-ISOTHIAZOLIN-3-ONE,CHEMBL1438592,CN1C(=O)C=CS1.Cl
361,2-METHYL-5-HT,CHEMBL266591,CC1=C(C2=C(N1)C=CC(=C2)O)CCN
364,2-MORPHOLIN-4-YL-6-THIANTHREN-1-YL-PYRAN-4-ONE,CHEMBL222102,C1COCCN1C2=CC(=O)C=C(O2)C3=C4C(=CC=C3)SC5=CC=CC=C5S4
365,2-NAPHTHYLAMINE,CHEMBL278164,C1=CC=C2C=C(C=CC2=C1)N
367,2-NITRO-4-PHENYLENEDIAMINE,CHEMBL353971,C1=CC(=C(C=C1N)[N+](=O)[O-])N
368,2-NITROFLUORENE,CHEMBL351487,C1C2=CC=CC=C2C3=C1C=C(C=C3)[N+](=O)[O-]
371,2-NITRONAPHTHALENE,CHEMBL353064,C1=CC=C2C=C(C=CC2=C1)[N+](=O)[O-]
372,2-NITROPROPANE,CHEMBL261886,CC(C)[N+](=O)[O-]
375,2-NITROTOLUENE,CHEMBL47047,CC1=CC=CC=C1[N+](=O)[O-]
377,2-NONYNOIC ACID METHYL ESTER,CHEMBL3185173,CCCCCCC#CC(=O)OC
379,2-OXOTHIAZOLIDINE-4-CARBOXYLIC ACID,CHEMBL442218,C1C(NC(=O)S1)C(=O)O
380,2-PROPANOL,CHEMBL582,CC(C)O
381,2-PROPANOL,CHEMBL3182176,CC(COCC(C)O)O
382,2-QUINOXALINE-CARBOXAMIDE-N-ADAMANTAN-1-YL,CHEMBL399160,C1C2CC3CC1CC(C2)(C3)NC(=O)C4=NC5=CC=CC=C5N=C4
383,2-TERT-BUTYL-4-QUINONE,CHEMBL2252966,CC(C)(C)C1=CC(=O)C=CC1=O
386,2-TETRADECYLGLYCIDIC ACID,CHEMBL12394,CCCCCCCCCCCCCCC1(CO1)C(=O)O
390,22-HYDROXYCHOLESTEROL,CHEMBL3218924,CC(C)CCC(C(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)O
391,22-HYDROXYCHOLESTEROL,CHEMBL422904,CC(C)CCC(C(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)O
392,22-HYDROXYCHOLESTEROL,CHEMBL1243244,CC(C)CCC(C(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)O
400,"24,25-DIHYDROXYVITAMIN D 3",CHEMBL1590076,CC(CCC(C(C)(C)O)O)C1CCC2C1(CCCC2=CC=C3CC(CCC3=C)O)C
401,"24,25-DIHYDROXYVITAMIN D 3",CHEMBL47183,CC(CCC(C(C)(C)O)O)C1CCC2C1(CCCC2=CC=C3CC(CCC3=C)O)C
408,24-HYDROXYCHOLESTEROL,CHEMBL171804,CC(C)C(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)O
412,"24-NORCHOLAN-2,3,24-TRYL-2,3,23-SULFURIC ACID",CHEMBL1649713,CC(CCOS(=O)(=O)[O-])C1CCC2C1(CCC3C2CCC4C3(CC(C(C4)OS(=O)(=O)[O-])OS(=O)(=O)[O-])C)C.[Na+].[Na+].[Na+]
413,24-NORURSODEOXYCHOLIC ACID,CHEMBL1254990,CC(CC(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C
414,24-NORURSODEOXYCHOLIC ACID,CHEMBL408175,CC(CC(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C
427,27-HYDROXYCHOLESTEROL,CHEMBL3217768,CC(CCCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)CO
428,27-HYDROXYCHOLESTEROL,CHEMBL353882,CC(CCCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)CO
436,"3',4',5'-TRIMETHOXYFLAVONE",CHEMBL307856,COC1=CC(=CC(=C1OC)OC)C2=CC(=O)C3=CC=CC=C3O2
437,"3',4'-DIHYDROXYFLAVONE",CHEMBL222556,C1=CC=C2C(=C1)C(=O)C=C(O2)C3=CC(=C(C=C3)O)O
438,"3',4'-DIMETHOXY-ALPHA-NAPHTHOFLAVONE",CHEMBL2420083,COC1=C(C=C(C=C1)C2=CC(=O)C3=C(O2)C4=CC=CC=C4C=C3)OC
439,"3',4'-DIMETHOXYFLAVONE",CHEMBL91153,COC1=C(C=C(C=C1)C2=CC(=O)C3=CC=CC=C3O2)OC
441,3'-O-(4-BENZOYL)BENZOYLADENOSINE 5'-TRIPHOSPHATE,CHEMBL2407634,C1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)C(=O)OC3C(OC(C3O)N4C=NC5=C(N=CN=C54)N)COP(=O)(O)OP(=O)(O)OP(=O)(O)O
442,"3,3',4',5-TETRACHLOROSALICYLANILIDE",CHEMBL291338,C1=CC(=C(C=C1NC(=O)C2=C(C(=CC(=C2)Cl)Cl)O)Cl)Cl
446,"3,3'-DIINDOLYLMETHANE",CHEMBL446452,C1=CC=C2C(=C1)C(=CN2)CC3=CNC4=CC=CC=C43
448,"3,4,3',4'-TETRACHLOROBIPHENYL",CHEMBL344161,C1=CC(=C(C=C1C2=CC(=C(C=C2)Cl)Cl)Cl)Cl
449,"3,4,5,3',4',5'-HEXACHLOROBIPHENYL",CHEMBL14658,C1=C(C=C(C(=C1Cl)Cl)Cl)C2=CC(=C(C(=C2)Cl)Cl)Cl
450,"3,4,5,3',4'-PENTACHLOROBIPHENYL",CHEMBL342696,C1=CC(=C(C=C1C2=CC(=C(C(=C2)Cl)Cl)Cl)Cl)Cl
452,"3,4,5,4'-TETRAMETHOXYSTILBENE",CHEMBL87982,COC1=CC=C(C=C1)C=CC2=CC(=C(C(=C2)OC)OC)OC
455,"3,4-DI-O-CAFFEOYLQUINIC ACID",CHEMBL249448,C1C(C(C(CC1(C(=O)O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O)OC(=O)C=CC3=CC(=C(C=C3)O)O)O
457,"3,4-DI-O-CAFFEOYLQUINIC ACID",CHEMBL149674,C1C(C(C(CC1(C(=O)O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O)OC(=O)C=CC3=CC(=C(C=C3)O)O)O
458,"3,4-DI-O-CAFFEOYLQUINIC ACID",CHEMBL177126,C1C(C(C(CC1(C(=O)O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O)OC(=O)C=CC3=CC(=C(C=C3)O)O)O
459,"3,4-DICHLORO-N-METHYL-N-(2-(1-PYRROLIDINYL)-CYCLOHEXYL)-BENZENEACETAMIDE, (TRANS)-ISOMER",CHEMBL290543,CN(C1CCCCC1N2CCCC2)C(=O)CC3=CC(=C(C=C3)Cl)Cl
460,"3,4-DICHLORO-N-METHYL-N-(2-(1-PYRROLIDINYL)-CYCLOHEXYL)-BENZENEACETAMIDE, (TRANS)-ISOMER",CHEMBL360943,CN(C1CCCCC1N2CCCC2)C(=O)CC3=CC(=C(C=C3)Cl)Cl
461,"3,4-DICHLORO-N-METHYL-N-(2-(1-PYRROLIDINYL)-CYCLOHEXYL)-BENZENEACETAMIDE, (TRANS)-ISOMER",CHEMBL441765,CN(C1CCCCC1N2CCCC2)C(=O)CC3=CC(=C(C=C3)Cl)Cl
462,"3,4-DICHLOROPROPIONANILIDE",CHEMBL1222498,CCC(=O)NC1=CC(=C(C=C1)Cl)Cl
463,"3,4-DIHYDROXYBENZOHYDROXAMIC ACID",CHEMBL367788,C1=CC(=C(C=C1C(=O)NO)O)O
464,"3,4-DIHYDROXYPHENYLETHANOL",CHEMBL1950045,C1=CC(=C(C=C1CCO)O)O
467,"3,5-DIBROMO-4-(3,4-DIMETHOXYPHENYL)-1H-PYRROLE-2-CARBOXYLIC ACID ETHYL ESTER",CHEMBL409040,CCOC(=O)C1=C(C(=C(N1)Br)C2=CC(=C(C=C2)OC)OC)Br
469,"3,5-DICAFFEOYLQUINIC ACID",CHEMBL249447,C1C(C(C(CC1(C(=O)O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O)O)OC(=O)C=CC3=CC(=C(C=C3)O)O
473,"3,5-DIETHOXYCARBONYL-1,4-DIHYDROCOLLIDINE",CHEMBL3409638,CCOC(=O)C1=C(NC(=C(C1C)C(=O)OCC)C)C
475,"3,7,11,15-TETRAMETHYL-2,4,6,10,14-HEXADECAPENTAENOIC ACID",CHEMBL4303228,CC(=CCCC(=CCCC(=CC=CC(=CC(=O)O)C)C)C)C
476,"3,9-BIS((ETHYLTHIO)METHYL)-K-252A",CHEMBL290352,CCSCC1=CC2=C(C=C1)N3C4CC(C(O4)(N5C6=C(C=C(C=C6)CSCC)C7=C8CNC(=O)C8=C2C3=C75)C)(C(=O)OC)O
477,"3-((4-(4-CHLOROPHENYL)PIPERAZIN-1-YL)METHYL)-1H-PYRROLO(2,3-B)PYRIDINE",CHEMBL267014,C1CN(CCN1CC2=CNC3=C2C=CC=N3)C4=CC=C(C=C4)Cl
478,"3-(2,4-DIAMINO-6-(3-HYDROXYPHENYL)PTERIDIN-7-YL)PHENOL",CHEMBL230011,C1=CC(=CC(=C1)O)C2=NC3=C(N=C(N=C3N=C2C4=CC(=CC=C4)O)N)N
479,"3-(2-HYDROXY-4-(1,1-DIMETHYLHEPTYL)PHENYL)-4-(3-HYDROXYPROPYL)CYCLOHEXANOL",CHEMBL48552,CCCCCCC(C)(C)C1=CC(=C(C=C1)C2CC(CCC2CCCO)O)O
480,"3-(2-HYDROXY-4-(1,1-DIMETHYLHEPTYL)PHENYL)-4-(3-HYDROXYPROPYL)CYCLOHEXANOL",CHEMBL77520,CCCCCCC(C)(C)C1=CC(=C(C=C1)C2CC(CCC2CCCO)O)O
481,"3-(2-HYDROXY-4-(1,1-DIMETHYLHEPTYL)PHENYL)-4-(3-HYDROXYPROPYL)CYCLOHEXANOL",CHEMBL2062131,CCCCCCC(C)(C)C1=CC(=C(C=C1)C2CC(CCC2CCCO)O)O
483,"3-(3-CHLORO-4-HYDROXYPHENYLAMINO)-4-(4-NITROPHENYL)-1H-PYRROLE-2,5-DIONE",CHEMBL322970,C1=CC=C(C(=C1)C2=C(C(=O)NC2=O)NC3=CC(=C(C=C3)O)Cl)[N+](=O)[O-]
486,3-(3-PYRIDINYL)-1-(4-PYRIDINYL)-2-PROPEN-1-ONE,CHEMBL3105848,C1=CC(=CN=C1)C=CC(=O)C2=CC=NC=C2
487,3-(4'-HYDROXY-3'-ADAMANTYLBIPHENYL-4-YL)ACRYLIC ACID,CHEMBL442016,C1C2CC3CC1CC(C2)(C3)C4=C(C=CC(=C4)C5=CC=C(C=C5)C=CC(=O)O)O
488,3-(4-(4-((1-(2-CHLOROPHENYL)ETHOXY)CARBONYL AMINO)-3-METHYL-5-ISOXAZOLYL) BENZYLSULFANYL) PROPANOIC ACID,CHEMBL361501,CC1=NOC(=C1NC(=O)OC(C)C2=CC=CC=C2Cl)C3=CC=C(C=C3)CSCCC(=O)O
489,3-(4-CHLOROPHENYL)-3-(2-(DIMETHYLAMINO)ETHYL)ISOCHROMAN-1-ONE,CHEMBL192359,CN(C)CCC1(CC2=CC=CC=C2C(=O)O1)C3=CC=C(C=C3)Cl
490,3-(4-METHYLPHENYLSULFONYL)-2-PROPENENITRILE,CHEMBL403183,CC1=CC=C(C=C1)S(=O)(=O)C=CC#N
491,"3-(5-(2,3-DICHLOROPHENYL)-1H-TETRAZOL-1-YL)METHYLPYRIDINE",CHEMBL377219,C1=CC(=C(C(=C1)Cl)Cl)C2=NN=NN2CC3=CN=CC=C3
492,"3-(FORMYLHYDROXYAMINO)-2-(3-PHENYL-1-PROPYL)BUTANOIC ACID (2,2-DIMETHYL-1-METHYLCARBAMOYL-1-PROPYL)AMIDE",CHEMBL1229516,CC(C(CCCC1=CC=CC=C1)C(=O)NC(C(=O)NC)C(C)(C)C)N(C=O)O
495,3-ACETYLDEOXYNIVALENOL,CHEMBL468652,CC1=CC2C(C(C1=O)O)(C3(CC(C(C34CO4)O2)OC(=O)C)C)CO
503,3-AMINOBENZAMIDE,CHEMBL81977,C1=CC(=CC(=C1)N)C(=O)N
506,3-AMINOFLUORANTHENE,CHEMBL103583,C1=CC=C2C(=C1)C3=C4C2=CC=CC4=C(C=C3)N
508,3-AMINOPHENOL,CHEMBL269755,C1=CC(=CC(=C1)O)N
509,3-AMINOPHENOL,CHEMBL376136,C1=CC(=CC(=C1)O)N.Cl
510,3-BENZYL-5-((2-NITROPHENOXY)METHYL)DIHYDROFURAN-2(3H)-ONE,CHEMBL238943,C1C(C(=O)OC1COC2=CC=CC=C2[N+](=O)[O-])CC3=CC=CC=C3
512,3-HYDROXYACETANILIDE,CHEMBL9419,CC(=O)NC1=CC(=CC=C1)O
513,3-HYDROXYBUTYRIC ACID,CHEMBL1162496,CC(CC(=O)O)O
514,3-HYDROXYBUTYRIC ACID,CHEMBL1162484,CC(CC(=O)O)O
515,3-HYDROXYBUTYRIC ACID,CHEMBL1162497,CC(CC(=O)O)O
517,3-IODO-2-PROPYNYLBUTYLCARBAMATE,CHEMBL1893913,CCCCNC(=O)OCC#CI
519,3-MERCAPTOPROPIONIC ACID,CHEMBL358697,C(CS)C(=O)O
527,3-METHYLQUERCETIN,CHEMBL163316,COC1=C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC(=C(C=C3)O)O
528,3-METHYLQUERCETIN,CHEMBL379064,COC1=C(C=CC(=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O
529,3-METHYLQUERCETIN,CHEMBL226034,COC1=C(C=C(C=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O
532,"3-N-1(SPERMINE)-7, 24-DIHYDROXY-5-CHOLESTANE 24-SULFATE",CHEMBL508583,CC(C)C(CCC(C)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)NCCCNCCCCNCCCN)C)O)C)OS(=O)(=O)O
534,"3-N-1(SPERMINE)-7, 24-DIHYDROXY-5-CHOLESTANE 24-SULFATE",CHEMBL3039946,CC(C)C(CCC(C)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)NCCCNCCCCNCCCN)C)O)C)OS(=O)(=O)O
537,3-NITROFLUORANTHENE,CHEMBL350865,C1=CC=C2C(=C1)C3=C4C2=CC=CC4=C(C=C3)[N+](=O)[O-]
538,3-NITROPROPIONIC ACID,CHEMBL451226,C(C[N+](=O)[O-])C(=O)O
539,3-NITROPROPIONIC ACID,CHEMBL451226,C(C[N+](=O)[O-])C(=O)[O-]
540,3-XYLENE,CHEMBL286727,CC1=CC(=CC=C1)C
541,4'-CHLORODIAZEPAM,CHEMBL286346,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=C(C=C3)Cl
543,4'-CYANOBIPHENYL-4-SULFONIC ACID (6-AMINOPYRIDIN-2-YL)AMIDE,CHEMBL495841,C1=CC(=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)C3=CC=C(C=C3)C#N)N
544,4'-HYDROXYDICLOFENAC,CHEMBL1030,C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=C(C=C2Cl)O)Cl
546,4'-HYDROXYWOGONIN,CHEMBL245712,COC1=C(C=C(C2=C1OC(=CC2=O)C3=CC=C(C=C3)O)O)O
548,4'-METHOXYCHALCONE,CHEMBL34398,COC1=CC=C(C=C1)C(=O)C=CC2=CC=CC=C2
549,"4(2'-AMINOETHYL)AMINO-1,8-DIMETHYLIMIDAZO(1,2-A)QUINOXALINE",CHEMBL249697,CC1=CC2=C(C=C1)N=C(C3=NC=C(N23)C)NCCN
550,"4(4-(5-NITRO-FURAN-2-YLMETHYLENE)-3,5-DIOXO-PYRAZOLIDIN-1-YL)-BENZOIC ACID ETHYL ESTER",CHEMBL2322201,CCOC(=O)C1=CC=C(C=C1)N2C(=O)C(=CC3=CC=C(O3)[N+](=O)[O-])C(=O)N2
551,"4,4',4''-(4-PROPYL-((1)H)-PYRAZOLE-1,3,5-TRIYL) TRIS-PHENOL",CHEMBL441282,CCCC1=C(N(N=C1C2=CC=C(C=C2)O)C3=CC=C(C=C3)O)C4=CC=C(C=C4)O
553,"4,4'-DIAMINODIPHENYLMETHANE",CHEMBL85728,C1=CC(=CC=C1CC2=CC=C(C=C2)N)N
557,"4,4'-DIISOTHIOCYANOSTILBENE-2,2'-DISULFONIC ACID",CHEMBL1162148,C1=CC(=C(C=C1N=C=S)S(=O)(=O)O)C=CC2=C(C=C(C=C2)N=C=S)S(=O)(=O)O
558,"4,4'-DIISOTHIOCYANOSTILBENE-2,2'-DISULFONIC ACID",CHEMBL133930,C1=CC(=C(C=C1N=C=S)S(=O)(=O)[O-])C=CC2=C(C=C(C=C2)N=C=S)S(=O)(=O)[O-]
559,"4,4'-DIPHENYLMETHANE DIISOCYANATE",CHEMBL1488467,C1=CC(=CC=C1CC2=CC=C(C=C2)N=C=O)N=C=O
560,"4,4'-HEXAFLUORISOPROPYLIDENE DIPHENOL",CHEMBL1900054,C1=CC(=CC=C1C(C2=CC=C(C=C2)O)(C(F)(F)F)C(F)(F)F)O
562,"4,5-DICAFFEOYL QUINIC ACID",CHEMBL177126,C1C(C(C(CC1(C(=O)O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O)OC(=O)C=CC3=CC(=C(C=C3)O)O)O
563,"4,5-DICAFFEOYL QUINIC ACID",CHEMBL453276,C1C(C(C(CC1(C(=O)O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O)OC(=O)C=CC3=CC(=C(C=C3)O)O)O
568,"4-((3-BROMOPHENYL)AMINO)-6,7-DIMETHOXYQUINAZOLINE",CHEMBL29197,COC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=CC=C3)Br)OC
569,"4-(2,3-DIHYDRO-1,4-BENZODIOXIN-6-YL)-2,4-DIHYDRO-5-((5-NITRO-2-THIAZOLYL)THIO)-3H-1,2,4-TRIAZOL-3-ONE",CHEMBL508280,C1COC2=C(O1)C=CC(=C2)N3C(=O)NN=C3SC4=NC=C(S4)[N+](=O)[O-]
574,4-(4-(3-(4-TRIFLUOROMETHOXY-PHENYL)UREIDO)CYCLOHEXYLOXY)BENZOIC ACID,CHEMBL1552108,C1CC(CCC1NC(=O)NC2=CC=C(C=C2)OC(F)(F)F)OC3=CC=C(C=C3)C(=O)O
575,4-(4-(3-(PYRIDIN-2-YL)-1H-PYRAZOL-4-YL)PYRIDIN-2-YL)-N-(TETRAHYDRO-2H-PYRAN-4-YL)BENZAMIDE,CHEMBL202887,C1COCCC1NC(=O)C2=CC=C(C=C2)C3=NC=CC(=C3)C4=C(NN=C4)C5=CC=CC=N5
577,4-(4-(3-ADAMANTAN-1-YLUREIDO)CYCLOHEXYLOXY)BENZOIC ACID,CHEMBL242459,C1CC(CCC1NC(=O)NC23CC4CC(C2)CC(C4)C3)OC5=CC=C(C=C5)C(=O)O
578,4-(4-(4-CHLORO-PHENYL)THIAZOL-2-YLAMINO)PHENOL,CHEMBL1076555,C1=CC(=CC=C1C2=CSC(=N2)NC3=CC=C(C=C3)O)Cl
579,4-(4-FLUOROPHENYL)-2-(4-HYDROXYPHENYL)-5-(4-PYRIDYL)IMIDAZOLE,CHEMBL278041,C1=CC(=CC=C1C2=NC(=C(N2)C3=CC=NC=C3)C4=CC=C(C=C4)F)O
581,4-(5-(4-CHLOROPHENYL)-3-(TRIFLUOROMETHYL)-1H-PYRAZOL-1-YL)BENZENESULFONAMIDE,CHEMBL282093,C1=CC(=CC=C1C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C(F)(F)F)Cl
582,"4-(5-BENZO(1,3)DIOXOL-5-YL-4-PYRIDIN-2-YL-1H-IMIDAZOL-2-YL)BENZAMIDE",CHEMBL440084,C1OC2=C(O1)C=C(C=C2)C3=C(NC(=N3)C4=CC=C(C=C4)C(=O)N)C5=CC=CC=N5
585,4-(N-METHYL-N-NITROSAMINO)-1-(3-PYRIDYL)-1-BUTANONE,CHEMBL2311069,CN(CCCC(=O)C1=CN=CC=C1)N=O
586,4-ACETYLAMINOFLUORENE,CHEMBL2311070,CC(=O)NC1=CC=CC2=C1C3=CC=CC=C3C2
588,4-ACETYLANISOLE,CHEMBL401912,CC(=O)C1=CC=C(C=C1)OC
593,"4-AMINO-5-(4-METHYLPHENYL)-7-(TERT-BUTYL)PYRAZOLO(3,4-D)PYRIMIDINE",CHEMBL166390,CC1=CC=C(C=C1)N2CN(C3=C(C2=N)C=NN3)C(C)(C)C
594,4-AMINOBENZHYDRAZIDE,CHEMBL2170241,C1=CC(=CC=C1C(=O)NN)N
602,4-BIPHENYLAMINE,CHEMBL44201,C1=CC=C(C=C1)C2=CC=C(C=C2)N
603,4-BROMOPHENACYL BROMIDE,CHEMBL142826,C1=CC(=CC=C1C(=O)CBr)Br
608,"4-DIMETHYLAMINO-3',4'-DIMETHOXYCHALCONE",CHEMBL277300,CN(C)C1=CC=C(C=C1)C=CC(=O)C2=CC(=C(C=C2)OC)OC
609,4-ETHYLNAPHTHALEN-1-YL-(1-PENTYLINDOL-3-YL)METHANONE,CHEMBL549603,CCCCCN1C=C(C2=CC=CC=C21)C(=O)C3=CC=C(C4=CC=CC=C43)CC
613,4-HYDROXY-2-NONENAL,CHEMBL454280,CCCCCC(C=CC=O)O
614,"4-IODO-2,5-DIMETHOXYPHENYLISOPROPYLAMINE",CHEMBL6616,CC(CC1=CC(=C(C=C1OC)I)OC)N
619,4-METHYLBENZALDEHYDE,CHEMBL190927,CC1=CC=C(C=C1)C=O
623,4-METHYLENE-2-OCTYL-5-OXOFURAN-3-CARBOXYLIC ACID,CHEMBL449993,CCCCCCCCC1C(C(=C)C(=O)O1)C(=O)O
625,4-METHYLESCULETIN,CHEMBL313244,CC1=CC(=O)OC2=CC(=C(C=C12)O)O
626,4-METHYLHISTAMINE,CHEMBL275443,CC1=C(N=CN1)CCN
627,4-METHYLHISTAMINE,CHEMBL1411701,CC1=C(N=CN1)CCN.Cl.Cl
629,4-METHYLUMBELLIFERYL ACETATE,CHEMBL12019,CC1=CC(=O)OC2=C1C=CC(=C2)OC(=O)C
630,4-NITROANILINE,CHEMBL14282,C1=CC(=CC=C1N)[N+](=O)[O-]
633,4-NITROBENZYL BROMIDE,CHEMBL174047,C1=CC(=CC=C1CBr)[N+](=O)[O-]
640,4-NITROQUINOLINE-1-OXIDE,CHEMBL127655,C1=CC=C2C(=C1)C(=CC=[N+]2[O-])[N+](=O)[O-]
641,4-NITROQUINOLINE-1-OXIDE,CHEMBL1479316,C1=CC2=C(C=CC(=C2N=C1)O)N=O
642,4-NITROSOSULFAMETHOXAZOLE,CHEMBL3827762,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N=O
643,4-NONYLPHENOL,CHEMBL153062,CCCCCCCCCC1=CC=C(C=C1)O
647,4-O-METHYL-12-O-TETRADECANOYLPHORBOL 13-ACETATE,CHEMBL502491,CCCCCCCCCCCCCC(=O)OC1C(C2(C(C=C(CC3(C2C=C(C3=O)C)OC)CO)C4C1(C4(C)C)OC(=O)C)O)C
648,4-OCTYLPHENOL,CHEMBL195437,CCCCCCCCC1=CC=C(C=C1)O
650,4-OXO-2-NONENAL,CHEMBL1086447,CCCCCC(=O)C=CC=O
652,4-OXORETINOIC ACID,CHEMBL104049,CC1=C(C(CCC1=O)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C
660,4-PHENYLENEDIAMINE,CHEMBL403741,C1=CC(=CC=C1N)N
662,4-VINYL-1-CYCLOHEXENE DIOXIDE,CHEMBL1734307,C1CC2C(O2)CC1C3CO3
672,"5,3'-DIHYDROXY-3,6,7,8,4'-PENTAMETHOXYFLAVONE",CHEMBL18351,COC1=C(C=C(C=C1)C2=C(C(=O)C3=C(C(=C(C(=C3O2)OC)OC)OC)O)OC)O
673,"5,5-DIMETHYL-3-(3-FLUOROPHENYL)-4-(4-METHYLSULFONYL)PHENYL-2(5H)-FURANONE",CHEMBL321217,CC1(C(=C(C(=O)O1)C2=CC(=CC=C2)F)C3=CC=C(C=C3)S(=O)(=O)C)C
674,"5,6,7-TRIMETHOXYFLAVONE",CHEMBL182992,COC1=C(C(=C2C(=C1)OC(=CC2=O)C3=CC=CC=C3)OC)OC
