,drugbank_id,drugname,canonical
943,DB04828,ZOMEPIRAC,CC1=C(N(C(=C1)CC(=O)O)C)C(=O)C2=CC=C(C=C2)Cl
944,DB04829,COFFEE,CCN(CC)C(=O)C1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C
945,DB04829,VITAMIN A,CCN(CC)C(=O)C1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C
946,DB04835,MARAVIROC,CC1=NN=C(N1C2CC3CCC(C2)N3CCC(C4=CC=CC=C4)NC(=O)C5CCC(CC5)(F)F)C(C)C
947,DB04861,NEBIVOLOL,C1CC2=C(C=CC(=C2)F)OC1C(CNCC(C3CCC4=C(O3)C=CC(=C4)F)O)O
948,DB04864,HUPERZINE A,CC=C1C2CC3=C(C1(CC(=C2)C)N)C=CC(=O)N3
949,DB04868,4-METHYL-N-(3-(4-METHYLIMIDAZOL-1-YL)-5-(TRIFLUOROMETHYL)PHENYL)-3-((4-PYRIDIN-3-YLPYRIMIDIN-2-YL)AMINO)BENZAMIDE,CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)C(F)(F)F)N3C=C(N=C3)C)NC4=NC=CC(=N4)C5=CN=CC=C5
950,DB04884,DAPOXETINE,CN(C)C(CCOC1=CC=CC2=CC=CC=C21)C3=CC=CC=C3
951,DB04910,OXIBENDAZOLE,CCCOC1=CC2=C(C=C1)N=C(N2)NC(=O)OC
952,DB04930,PERMETHRIN,CC1(C(C1C(=O)OCC2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C
953,DB04936,FRUCTOSE,C(C(C(C(C(=O)CO)O)O)O)O
954,DB04936,TAGATOSE,C(C(C(C(C(=O)CO)O)O)O)O
955,DB04938,OSPEMIFENE,C1=CC=C(C=C1)C(=C(C2=CC=CC=C2)C3=CC=C(C=C3)OCCO)CCCl
956,DB04942,TAMIBAROTENE,CC1(CCC(C2=C1C=CC(=C2)NC(=O)C3=CC=C(C=C3)C(=O)O)(C)C)C
957,DB04951,PIRFENIDONE,CC1=CN(C(=O)C=C1)C2=CC=CC=C2
958,DB05057,ERDOSTEINE,C1CSC(=O)C1NC(=O)CSCC(=O)O
959,DB05076,FENRETINIDE,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)NC2=CC=C(C=C2)O)C)C
960,DB05229,BERAPROST,CC#CCC(C)C(C=CC1C(CC2C1C3=CC=CC(=C3O2)CCCC(=O)[O-])O)O.[Na+]
961,DB05232,TETRODOTOXIN,C(C1(C2C3C([NH+]=C(NC34C(C1OC(C4O)(O2)[O-])O)N)O)O)O
962,DB05245,SILVER,C1=CN=C(N=C1)[N-]S(=O)(=O)C2=CC=C(C=C2)N.[Ag+]
963,DB05286,FINGOLIMOD HYDROCHLORIDE,CCCCCCCCC1=CC=C(C=C1)CCC(CO)(CO)N
964,DB08868,FINGOLIMOD HYDROCHLORIDE,CCCCCCCCC1=CC=C(C=C1)CCC(CO)(CO)N
965,DB05294,MICROCRYSTALLINE CELLULOSE,CN1CCC(CC1)COC2=C(C=C3C(=C2)N=CN=C3NC4=C(C=C(C=C4)Br)F)OC
966,DB08764,MICROCRYSTALLINE CELLULOSE,CN1CCC(CC1)COC2=C(C=C3C(=C2)N=CN=C3NC4=C(C=C(C=C4)Br)F)OC
967,DB05302,NALTREXONE,C1CC1CN2CCC34C5C(=O)CCC3(C2CC6=C4C(=C(C=C6)O)O5)O.Cl
968,DB05508,NALTREXONE,C1CC1CN2CCC34C5C(=O)CCC3(C2CC6=C4C(=C(C=C6)O)O5)O.Cl
969,DB05318,CAPSAICIN,CC(C)C=CCCCCC(=O)NCC1=CC(=C(C=C1)O)OC
970,DB05381,HISTAMINE,C1=C(NC=N1)CCN.Cl.Cl
971,DB05891,HISTAMINE,C1=C(NC=N1)CCN.Cl.Cl
972,DB05382,IODINE,II
973,DB05383,PIMAGEDINE,C(=NN)(N)N.Cl
974,DB05416,GW 501516,CC1=C(C=CC(=C1)SCC2=C(N=C(S2)C3=CC=C(C=C3)C(F)(F)F)C)OCC(=O)O
975,DB05494,CYTARABINE,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)O
976,DB05494,CYTIDINE,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)O
977,DB05719,ELESCLOMOL,CN(C(=S)C1=CC=CC=C1)NC(=O)CC(=O)NN(C)C(=S)C2=CC=CC=C2
978,DB05790,SR 140333,CC(C)OC1=CC=CC(=C1)CC(=O)N2CCCC(C2)(CC[N+]34CCC(CC3)(CC4)C5=CC=CC=C5)C6=CC(=C(C=C6)Cl)Cl.[Cl-]
979,DB05804,DEHYDROEPIANDROSTERONE SULFATE,CC12CCC3C(C1CCC2=O)CC=C4C3(CCC(C4)OS(=O)(=O)O)C
980,DB05869,ETHYL PYRUVATE,CCOC(=O)C(=O)C
981,DB06148,MIANSERIN,CN1CCN2C(C1)C3=CC=CC=C3CC4=CC=CC=C42
982,DB06151,ACETYLCYSTEINE,CC(=O)NC(CS)C(=O)O
983,DB06155,RIMONABANT,CC1=C(N(N=C1C(=O)NN2CCCCC2)C3=C(C=C(C=C3)Cl)Cl)C4=CC=C(C=C4)Cl
984,DB06228,RIVAROXABAN,C1COCC(=O)N1C2=CC=C(C=C2)N3CC(OC3=O)CNC(=O)C4=CC=C(S4)Cl
985,DB08477,RIVAROXABAN,C1COCC(=O)N1C2=CC=C(C=C2)N3CC(OC3=O)CNC(=O)C4=CC=C(S4)Cl
986,DB06335,SAXAGLIPTIN,C1C2CC2N(C1C#N)C(=O)C(C34CC5CC(C3)CC(C5)(C4)O)N
987,DB06590,T 91825,CCON=C(C1=NSC(=N1)NP(=O)(O)[O-])C(=O)NC2C3N(C2=O)C(=C(CS3)SC4=NC(=CS4)C5=CC=[N+](C=C5)C)C(=O)O
988,DB06594,ACETAMIDE,CC(=O)NCCC1=CC=CC2=C1C=C(C=C2)OC
989,DB06616,BORTEZOMIB,CN1CCN(CC1)CCCOC2=C(C=C3C(=C2)N=CC(=C3NC4=CC(=C(C=C4Cl)Cl)OC)C#N)OC
990,DB06691,PYRILAMINE,CN(C)CCN(CC1=CC=C(C=C1)OC)C2=CC=CC=N2
991,DB06693,MEVASTATIN,CCC(C)C(=O)OC1CCC=C2C1C(C(C=C2)C)CCC(CC(CC(=O)O)O)O
992,DB06701,METHYLPHENIDATE,COC(=O)C(C1CCCCN1)C2=CC=CC=C2
993,DB06709,METHACHOLINE CHLORIDE,CC(C[N+](C)(C)C)OC(=O)C
994,DB06723,ALUMINUM HYDROXIDE,[OH-].[OH-].[OH-].[Al+3]
995,DB06725,LORNOXICAM,CN1C(=C(C2=C(S1(=O)=O)C=C(S2)Cl)O)C(=O)NC3=CC=CC=N3
996,DB06728,ANILINE,C1=CC=C(C=C1)N
997,DB06732,BETA-NAPHTHOFLAVONE,C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=CC4=CC=CC=C43
998,DB06744,GINKGOLIDE B,CC1C(=O)OC2C1(C34C(=O)OC5C3(C2O)C6(C(C5)C(C)(C)C)C(C(=O)OC6O4)O)O
999,DB06749,GINSENOSIDE RB1,CC1CC(C(C2C1C3CC(C4C(CCC4(C3(CC2)C)C)C(C)(CCC=C(C)C)OC5C(C(C(C(O5)COC6C(C(C(C(O6)CO)O)O)O)O)O)O)O)(C)C)OC7C(C(C(C(O7)CO)O)O)OC8C(C(C(C(O8)CO)O)O)O
1000,DB06770,TOLUENE,C1=CC=C(C=C1)CO
1001,DB06777,CHENODEOXYCHOLIC ACID,CC(CCC(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C
1002,DB06777,URSODEOXYCHOLIC ACID,CC(CCC(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C
1003,DB06803,NICLOSAMIDE,C1=CC(=C(C=C1[N+](=O)[O-])Cl)NC(=O)C2=C(C=CC(=C2)Cl)O
1004,DB06804,NONOXYNOL,CCCCCCCCCC1=CC=C(C=C1)OCCOCCOCCOCCOCCOCCOCCOCCOCCO
1005,DB06810,MITHRAMYCIN A,CC1C(C(CC(O1)OC2CC(OC(C2O)C)OC3=CC4=CC5=C(C(=O)C(C(C5)C(C(=O)C(C(C)O)O)OC)OC6CC(C(C(O6)C)O)OC7CC(C(C(O7)C)O)OC8CC(C(C(O8)C)O)(C)O)C(=C4C(=C3C)O)O)O)O
1006,DB06810,PLICAMYCIN,CC1C(C(CC(O1)OC2CC(OC(C2O)C)OC3=CC4=CC5=C(C(=O)C(C(C5)C(C(=O)C(C(C)O)O)OC)OC6CC(C(C(O6)C)O)OC7CC(C(C(O7)C)O)OC8CC(C(C(O8)C)O)(C)O)C(=C4C(=C3C)O)O)O)O
1007,DB06846,FLUVASTATIN,CC(C)N1C2=CC=CC=C2C(=C1CCC(CC(CC(=O)O)O)O)C3=CC=C(C=C3)F
1008,DB06894,DODECANOL,CCCCCCCCCCCCO
1009,DB06973,BISPHENOL A,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O
1010,DB06987,ATENOLOL,CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O
1011,DB07080,TO-901317,C1=CC=C(C=C1)S(=O)(=O)N(CC(F)(F)F)C2=CC=C(C=C2)C(C(F)(F)F)(C(F)(F)F)O
1012,DB07101,PD 0325901,C1=CC(=C(C=C1I)F)NC2=C(C=CC(=C2F)F)C(=O)NOCC(CO)O
1013,DB07109,FERULIC ACID,COC1=C(C=C(C=C1)C=CC(=O)O)O
1014,DB07129,MEXILETINE,CC1=C(C(=CC=C1)C)OCC(C)N
1015,DB07138,VX-745,C1=CC(=C(C(=C1)Cl)C2=C3C=CC(=NN3C=NC2=O)SC4=C(C=C(C=C4)F)F)Cl
1016,DB07223,CA 074 METHYL ESTER,CCCNC(=O)C1C(O1)C(=O)NC(C(C)CC)C(=O)N2CCCC2C(=O)OC
1017,DB07232,VELIPARIB,CC1(CCCN1)C2=NC3=C(C=CC=C3N2)C(=O)N
1018,DB07301,CARBARYL,C1=CC=C2C(=C1)C3=CC=CC=C3N2
1019,DB07347,4-(2-AMINOETHYL)BENZENESULFONYLFLUORIDE,C1=CC(=CC=C1CCN)S(=O)(=O)F
1020,DB07348,BREFELDIN A,CC1CCCC=CC2CC(CC2C(C=CC(=O)O1)O)O
1021,DB07352,APIGENIN,C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O
1022,DB07352,FLAVONE,C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O
1023,DB07373,DIENOGEST,CC12CCC3C(C1CCC2=O)CCC4=CC(=O)C=CC34C
1024,DB07374,ANISOMYCIN,CC(=O)OC1C(CNC1CC2=CC=C(C=C2)OC)O
1025,DB07392,ATRAZINE,CCNC1=NC(=NC(=N1)Cl)NC(C)C
1026,DB07437,5-BENZYLACYCLOURIDINE,C1=CC=C(C=C1)CC2=CN(C(=O)NC2=O)COCCO
1027,DB07453,ALPHA-NAPHTHOFLAVONE,C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C4=CC=CC=C4C=C3
1028,DB07465,SAXAGLIPTIN,C1C2CC2N(C1C#N)C(=O)C(C34CC5CC(C3)CC(C5)(C4)O)N
1029,DB07477,BIPHENYLYLACETIC ACID,C1=CC=C(C=C1)C2=CC=C(C=C2)CC(=O)O
1030,DB07477,OLAPARIB,C1=CC=C(C=C1)C2=CC=C(C=C2)CC(=O)O
1031,DB07558,ACETYLLEUCYL-LEUCYL-NORLEUCINAL,CCCCC(C=O)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C
1032,DB07690,DEOXYCHOLIC ACID,CC(CCC(=O)O)C1CCC2C1(C(CC3C2CCC4C3(CCC(C4)O)C)O)C
1033,DB07701,DONEPEZIL,COC1=C(C=C2C(=C1)CC(C2=O)CC3CCN(CC3)CC4=CC=CC=C4)OC
1034,DB07715,ALOE EMODIN,CC1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=C(C=C3O)O
1035,DB07715,EMODIN,CC1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=C(C=C3O)O
1036,DB07715,THALIDOMIDE,CC1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=C(C=C3O)O
1037,DB07726,2-TERT-BUTYLHYDROQUINONE,CC(C)(C)C1=C(C=CC(=C1)O)O
1038,DB07767,FERULIC ACID,COC1=C(C=CC(=C1)C=CC(=O)O)O
1039,DB07768,TESTOSTERONE,CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34C
1040,DB07776,FLAVONE,C1=CC=C(C=C1)C2=CC(=O)C3=CC=CC=C3O2
1041,DB07795,FISETIN,C1=CC(=C(C=C1C2=C(C(=O)C3=C(O2)C=C(C=C3)O)O)O)O
1042,DB07841,GERANYLGERANYL PYROPHOSPHATE,CC(=CCCC(=CCCC(=CCCC(=CCOP(=O)(O)OP(=O)(O)O)C)C)C)C
1043,DB07950,INDOLEACETIC ACID,C1=CC=C2C(=C1)C(=CN2)CC(=O)O
1044,DB07980,IMIDACLOPRID,C1CN(C(=N1)N[N+](=O)[O-])CC2=CN=C(C=C2)Cl
1045,DB07992,INDICAN,C1=CC=C2C(=C1)C(=CN2)OS(=O)(=O)O
1046,DB07996,1-(5-ISOQUINOLINESULFONYL)-2-METHYLPIPERAZINE,CC1CNCCN1S(=O)(=O)C2=CC=CC3=C2C=CN=C3
1047,DB08059,WORTMANNIN,CC(=O)OC1CC2(C(CCC2=O)C3=C1C4(C(OC(=O)C5=COC(=C54)C3=O)COC)C)C
1048,DB08063,GSK 3987,COC1=CC=C(C=C1)NC2=C(C(=O)N(C2=O)CC3=CC=CC=C3)C4=CC=CC=C4
1049,DB08078,4-(3-(2-PROPYL-3-HYDROXY-4-ACETYL)PHENOXY)PROPYLOXYPHENOXY ACETIC ACID,CCCC1=C(C=CC(=C1O)C(=O)C)OCCCOC2=CC=C(C=C2)OCC(=O)O
1050,DB08080,LATRUNCULIN B,CC1CCC2CC(CC(O2)(C3CSC(=O)N3)O)OC(=O)C=C(CCC=C1)C
1051,DB08162,FASUDIL,C1CNCCN(C1)S(=O)(=O)C2=CC=CC3=C2C=CN=C3
1052,DB08167,METHYLENE BLUE,CN(C)C1=CC2=C(C=C1)N=C3C=CC(=[N+](C)C)C=C3S2
1053,DB08183,TOFACITINIB,CC1CCN(CC1N(C)C2=NC=NC3=C2C=CN3)C(=O)CC#N
1054,DB08230,TRICETIN,C1=C(C=C(C(=C1O)O)O)C2=CC(=O)C3=C(C=C(C=C3O2)O)O
1055,DB08231,BISPHENOL A,CCCCCCCCCCCCCC(=O)O
1056,DB08231,OLEIC ACID,CCCCCCCCCCCCCC(=O)O
1057,DB08231,PALMITIC ACID,CCCCCCCCCCCCCC(=O)O
1058,DB08312,"4-CYCLOHEXYLMETHOXY-5-NITROSOPYRIMIDINE-2,6-DIAMINE",C1CCC(CC1)COC2=NC(=NC(=C2N=O)N)N
1059,DB08313,NOCODAZOLE,COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=CS3
1060,DB08348,"N-(OXO-5,6-DIHYDROPHENANTHRIDIN-2-YL)-N,N-DIMETHYLACETAMIDE HYDROCHLORIDE",CN(C)CC(=O)NC1=CC2=C(C=C1)NC(=O)C3=CC=CC=C32
1061,DB08381,PHENANTHRENE,C1=CC=C2C(=C1)C=CC3=CC=CC=C32
1062,DB08398,"2-AMINO-1-METHYL-6-PHENYLIMIDAZO(4,5-B)PYRIDINE",CN1C2=C(N=CC(=C2)C3=CC=CC=C3)N=C1N
1063,DB08399,"3,3',4,5'-TETRAHYDROXYSTILBENE",C1=CC(=C(C=C1C=CC2=CC(=CC(=C2)O)O)O)O
1064,DB08416,2-METHOXYESTRADIOL,CC12CCC3C(C1CCC2OS(=O)(=O)N)CCC4=CC(=C(C=C34)OC)OS(=O)(=O)N
1065,DB08435,"15-DEOXY-DELTA(12,14)-PROSTAGLANDIN J2",CCCCCC=CC=C1C(C=CC1=O)CC=CCCCC(=O)O
1066,DB08437,PUROMYCIN,CN(C)C1=NC=NC2=C1N=CN2C3C(C(C(O3)CO)NC(=O)C(CC4=CC=C(C=C4)OC)N)O
1067,DB08466,RESVERATROL,C1=CC(=CC=C1CCC2=CC(=CC(=C2)O)O)O
1068,DB08468,ELLAGIC ACID,C1=C2C3=C(C(=C1O)O)OC(=O)C4=CC(=C(C(=C43)OC2=O)O)O
1069,DB08468,THIAZOVIVIN,C1=C2C3=C(C(=C1O)O)OC(=O)C4=CC(=C(C(=C43)OC2=O)O)O
1070,DB08846,ELLAGIC ACID,C1=C2C3=C(C(=C1O)O)OC(=O)C4=CC(=C(C(=C43)OC2=O)O)O
1071,DB08846,THIAZOVIVIN,C1=C2C3=C(C(=C1O)O)OC(=O)C4=CC(=C(C(=C43)OC2=O)O)O
1072,DB08472,FLUOXETINE,CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F
1073,DB08473,DICHLORORIBOFURANOSYLBENZIMIDAZOLE,C1=C2C(=CC(=C1Cl)Cl)N(C=N2)C3C(C(C(O3)CO)O)O
1074,DB08544,FLUOXETINE,CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F
1075,DB08577,SU 5402,CC1=CNC(=C1CCC(=O)O)C=C2C3=CC=CC=C3NC2=O
1076,DB08587,SINAPINIC ACID,COC1=CC(=CC(=C1O)OC)C=CC(=O)O
1077,DB08597,DORSOMORPHIN,C1CCN(CC1)CCOC2=CC=C(C=C2)C3=CN4C(=C(C=N4)C5=CC=NC=C5)N=C3
1078,DB08603,TOSYLLYSINE CHLOROMETHYL KETONE,CC1=CC=C(C=C1)S(=O)(=O)NC(CCCCN)C(=O)CCl
1079,DB08604,TRICLOSAN,C1=CC(=C(C=C1Cl)O)OC2=C(C=C(C=C2)Cl)Cl
1080,DB08607,TROGLITAZONE,CC1=C(C2=C(CCC(O2)(C)COC3=CC=C(C=C3)CC4C(=O)NC(=O)S4)C(=C1O)C)C
1081,DB08639,OBETICHOLIC ACID,CC1=CC(=C(C(=C1)C)NC2=NC(=NC=C2)NC3=CC=C(C=C3)C#N)C
1082,DB08689,UBIQUINONE,CC1=C(C(=O)C(=C(C1=O)OC)OC)CC=C(C)C
1083,DB08690,UBIQUINONE,CC1=C(C(=O)C(=C(C1=O)OC)OC)CC=C(C)CCC=C(C)C
1084,DB08756,Y 27632,CC(C1CCC(CC1)C(=O)NC2=CC=NC=C2)N
1085,DB08770,ZM 241385,C1=COC(=C1)C2=NN3C(=NC(=NC3=N2)NCCC4=CC=C(C=C4)O)N
1086,DB08772,ZOPOLRESTAT,C1=CC=C2C(=C1)C(=NN(C2=O)CC3=NC4=C(S3)C=CC(=C4)C(F)(F)F)CC(=O)O
1087,DB08804,NANDROLONE,CCCCCCCCCC(=O)OC1CCC2C1(CCC3C2CCC4=CC(=O)CCC34)C
1088,DB08804,NANDROLONE DECANOATE,CCCCCCCCCC(=O)OC1CCC2C1(CCC3C2CCC4=CC(=O)CCC34)C
1089,DB08809,DICHLOROACETIC ACID,C(C(=O)O)(Cl)Cl
1090,DB08826,DEFERIPRONE,CC1=C(C(=O)C=CN1C)O
1091,DB08828,HHANTAG691,CS(=O)(=O)C1=CC(=C(C=C1)C(=O)NC2=CC(=C(C=C2)Cl)C3=CC=CC=N3)Cl
1092,DB08837,TEA,CC[N+](CC)(CC)CC
1093,DB08838,AGMATINE,C(CCN=C(N)N)CN
1094,DB08860,PITAVASTATIN,C1CC1C2=NC3=CC=CC=C3C(=C2C=CC(CC(CC(=O)O)O)O)C4=CC=C(C=C4)F
1095,DB08877,INCB018424,C1CCC(C1)C(CC#N)N2C=C(C=N2)C3=C4C=CNC4=NC=N3
1096,DB08881,VEMURAFENIB,CCCS(=O)(=O)NC1=C(C(=C(C=C1)F)C(=O)C2=CNC3=C2C=C(C=N3)C4=CC=C(C=C4)Cl)F
1097,DB08882,LINAGLIPTIN,CC#CCN1C2=C(N=C1N3CCCC(C3)N)N(C(=O)N(C2=O)CC4=NC5=CC=CC=C5C(=N4)C)C
1098,DB08887,EICOSAPENTAENOIC ACID,CCC=CCC=CCC=CCC=CCC=CCCCC(=O)OCC
1099,DB08887,EICOSAPENTAENOIC ACID ETHYL ESTER,CCC=CCC=CCC=CCC=CCC=CCCCC(=O)OCC
1100,DB08889,CARFILZOMIB,CC(C)CC(C(=O)C1(CO1)C)NC(=O)C(CC2=CC=CC=C2)NC(=O)C(CC(C)C)NC(=O)C(CCC3=CC=CC=C3)NC(=O)CN4CCOCC4
1101,DB08899,MDV 3100,CC1(C(=O)N(C(=S)N1C2=CC(=C(C=C2)C(=O)NC)F)C3=CC(=C(C=C3)C#N)C(F)(F)F)C
1102,DB08910,POMALIDOMIDE,C1CC(=O)NC(=O)C1N2C(=O)C3=C(C2=O)C(=CC=C3)N
1103,DB08911,TRAMETINIB,CC1=C2C(=C(N(C1=O)C)NC3=C(C=C(C=C3)I)F)C(=O)N(C(=O)N2C4=CC=CC(=C4)NC(=O)C)C5CC5
1104,DB08912,DABRAFENIB,CC(C)(C)C1=NC(=C(S1)C2=NC(=NC=C2)N)C3=C(C(=CC=C3)NS(=O)(=O)C4=C(C=CC=C4F)F)F
1105,DB08933,LULICONAZOLE,C1C(SC(=C(C#N)N2C=CN=C2)S1)C3=C(C=C(C=C3)Cl)Cl
1106,DB08947,IOHEXOL,CC(C(=O)NC1=C(C(=C(C(=C1I)C(=O)NC(CO)CO)I)C(=O)NC(CO)CO)I)O
1107,DB08947,IOPAMIDOL,CC(C(=O)NC1=C(C(=C(C(=C1I)C(=O)NC(CO)CO)I)C(=O)NC(CO)CO)I)O
1108,DB08959,ACETYL COENZYME A,CCC(C1=CC=C(C=C1)O)C(CC)C2=CC=C(C=C2)O
1109,DB08965,ENNIATINS,CC(C)C1C(=O)OC(C(=O)N(C(C(=O)OC(C(=O)N(C(C(=O)OC(C(=O)N1C)C(C)C)C(C)C)C)C(C)C)C(C)C)C)C(C)C
1110,DB08972,FLUMEQUINE,CC1CCC2=C3N1C=C(C(=O)C3=CC(=C2)F)C(=O)O
1111,DB08991,SRT1720,CC1=CC(=NC(=N1)N2C(=CC(=N2)C)OC)OC
1112,DB08995,DIOSMIN,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=CC(=C4C(=C3)OC(=CC4=O)C5=CC(=C(C=C5)OC)O)O)O)O)O)O)O)O
1113,DB09028,CYTISINE,C1C2CNCC1C3=CC=CC(=O)N3C2
0,DB00014,GOSERELIN,CC(C)CC(C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NNC(=O)N)NC(=O)C(COC(C)(C)C)NC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C(CO)NC(=O)C(CC3=CNC4=CC=CC=C43)NC(=O)C(CC5=CN=CN5)NC(=O)C6CCC(=O)N6.CC(=O)O
4,DB00050,CETRORELIX,CC(C)CC(C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NC(C)C(=O)N)NC(=O)C(CCCNC(=O)N)NC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C(CO)NC(=O)C(CC3=CN=CC=C3)NC(=O)C(CC4=CC=C(C=C4)Cl)NC(=O)C(CC5=CC6=CC=CC=C6C=C5)NC(=O)C.CC(=O)O
9,DB00104,OCTREOTIDE,CC(C1C(=O)NC(CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)CCCCN)CC2=CNC3=CC=CC=C32)CC4=CC=CC=C4)NC(=O)C(CC5=CC=CC=C5)N)C(=O)NC(CO)C(C)O)O.CC(=O)O
11,DB00118,S-ADENOSYLMETHIONINE,C[S+](CCC(C(=O)[O-])N)CC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O
12,DB00118,S-ADENOSYLMETHIONINE,C[S+](CCC(C(=O)O)N)CC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O.[Cl-]
16,DB02556,ASPARTAME,C1=CC=C(C=C1)CC(C(=O)O)N
18,DB01303,CHOLINE,C[N+](C)(C)CCO
19,DB01401,CHOLINE,C[N+](C)(C)CCO
20,DB00123,GLATIRAMER ACETATE,C(CCN)CC(C(=O)O)N
21,DB00895,GLATIRAMER ACETATE,C(CCN)CC(C(=O)O)N
22,DB03252,GLATIRAMER ACETATE,C(CCN)CC(C(=O)O)N
38,DB05314,"1,25-DIHYDROXYVITAMIN D",CC(CCCC(C)(C)O)C1CCC2C1(CCCC2=CC=C3CC(CC(C3=C)O)O)C
39,DB05314,CALCITRIOL,CC(CCCC(C)(C)O)C1CCC2C1(CCCC2=CC=C3CC(CC(C3=C)O)O)C
40,DB05314,CHOLECALCIFEROL,CC(CCCC(C)(C)O)C1CCC2C1(CCCC2=CC=C3CC(CC(C3=C)O)O)C
41,DB05314,LUTEOLIN,CC(CCCC(C)(C)O)C1CCC2C1(CCCC2=CC=C3CC(CC(C3=C)O)O)C
50,DB00137,FIDARESTAT,CC1=C(C(CC(C1)O)(C)C)C=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC2C(=CC(CC2(C)C)O)C)C)C
53,DB01591,FUMARIC ACID,C(CC(=O)O)C(=O)O
54,DB01591,MALEIC ACID,C(CC(=O)O)C(=O)O
64,DB01375,ADENINE,C(C(=O)O)N
65,DB01375,GLYCINE,C(C(=O)O)N
70,DB02750,CYSTEINE,C(C(C(=O)O)N)S
75,DB02750,ACETYLCYSTEINE,C(C(C(=O)O)N)S
76,DB02750,CARBOCYSTEINE,C(C(C(=O)O)N)S
86,DB00158,FOLIC ACID,C1=CC(=CC=C1C(=O)NC(CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=O)NC(=N3)N
87,DB00158,LANSOPRAZOLE,C1=CC(=CC=C1C(=O)NC(CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=O)NC(=N3)N
122,DB00171,ADENOSINE TRIPHOSPHATE,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N
123,DB00171,ADENOSINE TRIPHOSPHATE,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O)O)N
128,DB00175,PRAVASTATIN,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC(CC(CC(=O)[O-])O)O)O.[Na+]
129,DB00175,PRAVASTATIN,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC(CC(CC(=O)[O-])O)O)O
160,DB00184,BUTYLATED HYDROXYANISOLE,CN1CCCC1C2=CN=CC=C2
169,DB00190,WATER,O
170,DB00200,WATER,O
171,DB00225,WATER,O
172,DB00364,WATER,O
173,DB00516,WATER,O
174,DB01294,WATER,O
175,DB01375,WATER,O
176,DB01671,WATER,O
177,DB02165,WATER,O
178,DB02373,WATER,O
179,DB02453,WATER,O
180,DB03512,WATER,O
181,DB03840,WATER,O
182,DB04031,WATER,O
183,DB04219,WATER,O
184,DB04231,WATER,O
185,DB04397,WATER,O
186,DB04428,WATER,O
187,DB04494,WATER,O
188,DB05389,WATER,O
189,DB05461,WATER,O
190,DB05630,WATER,O
191,DB06292,WATER,O
192,DB06705,WATER,O
193,DB06723,WATER,O
194,DB08938,WATER,O
195,DB00190,GLYCEROL,O
196,DB00190,METHANOL,O
197,DB00190,OXYGEN,O
199,DB00200,GLYCEROL,O
200,DB00200,METHANOL,O
201,DB00200,OXYGEN,O
203,DB00225,GLYCEROL,O
204,DB00225,METHANOL,O
205,DB00225,OXYGEN,O
207,DB00364,GLYCEROL,O
208,DB00364,METHANOL,O
